handle,num_posts,followers,following,created_at,is_recent_account,is_following_ratio_high,has_duplicate_posts
jieungnj.bsky.social,1,16,63,2025-08-23T03:43:01.998Z,True,False,False
naitologic.bsky.social,1,87,70,2023-10-27T15:05:02.968Z,False,False,False
nadiecss.bsky.social,1,138,243,2024-09-02T22:01:43.004Z,False,False,False
meretrizcracia.bsky.social,2,196,386,2023-10-10T00:46:12.661Z,False,False,False
oguhspoccus.bsky.social,4,1604,964,2024-04-08T09:17:28.183Z,False,False,False
metropoles.com,12,79636,71,2023-05-04T17:56:05.072Z,False,False,False
rofnight.bsky.social,3,146,271,2023-08-05T13:19:18.497Z,False,False,False
mineiroemexilio.bsky.social,1,754,380,2023-05-12T00:50:48.368Z,False,False,False
amesmalari.bsky.social,1,204,212,2023-11-14T13:53:38.392Z,False,False,False
smoldebee.bsky.social,8,1273,1290,2023-10-18T20:34:11.247Z,False,False,False
keeelkeeel.bsky.social,1,444,330,2025-01-31T14:02:30.644Z,False,False,False
picoledesal.bsky.social,1,170,255,2023-09-27T15:05:08.672Z,False,False,False
gabesregina.bsky.social,2,281,264,2023-06-30T15:41:59.310Z,False,False,False
jsassaki.xyz,1,203,852,2024-04-15T20:09:33.307Z,False,False,False
brunofalves.bsky.social,1,1235,969,2023-06-28T01:41:55.184Z,False,False,False
hojenunca.bsky.social,1,780,369,2023-07-25T13:03:30.873Z,False,False,False
isandt.bsky.social,1,83,72,2024-08-31T16:47:49.500Z,False,False,False
afasia.bsky.social,6,1580,734,2023-05-04T11:43:16.445Z,False,False,False
culturaguik.bsky.social,5,1427,561,2023-10-13T22:32:11.147Z,False,False,False
reispy.bsky.social,3,854,1304,2025-06-23T03:26:41.332Z,False,False,False
aquelahelena.bsky.social,1,144,217,2023-07-03T10:19:54.222Z,False,False,False
thispandamonium.bsky.social,1,180,278,2024-09-16T01:28:26.308Z,False,False,False
bodia.bsky.social,2,1732,850,2023-08-27T15:55:23.179Z,False,False,False
4sureadisaster.bsky.social,1,154,117,2024-08-29T17:09:16.820Z,False,False,False
generofudido.bapo.chat,2,2600,2838,2024-08-31T01:31:13.327Z,False,False,False
te-52.bsky.social,2,1136,1182,2024-04-10T19:19:32.392Z,False,False,False
evaevaevaevaeva.bsky.social,1,357,259,2023-07-14T20:32:44.985Z,False,False,False
lacajuina.bsky.social,1,79,71,2024-08-31T20:52:38.096Z,False,False,False
marcbraz.bsky.social,2,255,881,2023-09-09T00:09:36.646Z,False,False,False
haru2115.bsky.social,10,1426,415,2023-12-04T16:57:55.204Z,False,False,False
sembolinho.bsky.social,2,163,132,2024-12-19T00:04:25.442Z,False,False,False
ecolalisa.bsky.social,4,270,365,2024-09-05T20:06:52.030Z,False,False,False
punkbiology.bsky.social,17,3479,283,2024-08-29T02:21:17.122Z,False,False,False
miguellivros.bsky.social,1,745,487,2023-06-07T14:49:49.156Z,False,False,False
vintty.bsky.social,6,218,181,2023-09-17T03:26:07.432Z,False,False,False
bebelecologia.bsky.social,2,3429,98,2024-09-05T21:30:26.331Z,False,False,False
nadjasanches.bsky.social,3,377,427,2024-04-07T18:14:42.467Z,False,False,False
bonecarussa.bsky.social,1,265,184,2023-08-22T18:47:53.679Z,False,False,False
luckyluke94.bsky.social,1,2697,2239,2024-04-07T20:21:25.000Z,False,False,False
soniashide.lesbian.cat,1,786,950,2023-07-01T19:56:44.414Z,False,False,False
rbmars.bsky.social,5,106,258,2023-06-25T19:20:57.260Z,False,False,False
jamispp.bsky.social,2,175,111,2024-08-31T19:53:55.397Z,False,False,False
dulacspring.bsky.social,1,706,294,2023-09-19T11:34:47.023Z,False,False,False
lavii.woke.cat,1,211,267,2023-09-23T19:10:08.736Z,False,False,False
carmillakarnstein.bsky.social,1,654,577,2023-11-16T09:37:29.019Z,False,False,False
juliafrota.bsky.social,1,55,30,2024-09-05T13:56:20.129Z,False,False,False
silviapimentel.bsky.social,1,72,77,2023-11-07T12:45:05.045Z,False,False,False
sasukedasilva.bsky.social,1,110,95,2023-07-25T14:23:47.226Z,False,False,False
anacbpc.bsky.social,2,678,558,2023-07-03T04:40:38.970Z,False,False,False
deborahleao.bsky.social,2,4962,836,2023-05-29T14:31:07.998Z,False,False,False
sandruska.bsky.social,3,14524,29076,2024-04-10T12:02:49.069Z,False,False,False
mymi.bsky.social,3,199,175,2023-07-18T10:45:42.355Z,False,False,False
deathmaca.bsky.social,2,188,246,2024-08-31T23:45:49.001Z,False,False,False
vomitinho.bsky.social,1,170,109,2023-07-03T11:31:58.603Z,False,False,False
lestatwho.bsky.social,1,419,239,2023-08-30T14:55:54.078Z,False,False,False
jordanajoestar.bsky.social,1,229,148,2023-07-03T09:11:15.826Z,False,False,False
profplinio.bsky.social,1,278,194,2024-09-10T22:00:00.120Z,False,False,False
cabezadenoodles.bsky.social,1,464,624,2024-08-31T16:31:05.998Z,False,False,False
bolosdecake.bsky.social,1,143,82,2023-05-06T12:10:31.745Z,False,False,False
afonsojrf.bsky.social,3,116,148,2024-04-11T15:30:24.928Z,False,False,False
alinegranger.bsky.social,5,247,117,2024-08-30T20:23:45.434Z,False,False,False
renatagames.bsky.social,4,3645,707,2023-07-05T23:26:52.490Z,False,False,False
brunezzi.bsky.social,1,1384,781,2023-05-11T17:20:08.869Z,False,False,False
cesttopper.bsky.social,2,250,81,2023-07-15T17:31:22.259Z,False,False,False
kaqui.bsky.social,1,1355,503,2023-07-01T20:34:23.473Z,False,False,False
buribunco.bsky.social,1,1271,861,2023-07-12T13:43:52.573Z,False,False,False
jucatorze.bsky.social,2,385,524,2024-09-06T01:42:00.432Z,False,False,False
felnanda.bsky.social,1,585,685,2023-06-01T00:23:08.973Z,False,False,False
biruss.bsky.social,1,147,407,2024-08-31T01:22:17.727Z,False,False,False
zingara.bsky.social,1,337,250,2023-05-19T13:16:55.268Z,False,False,False
tainaotoge.bsky.social,1,307,530,2024-08-31T00:23:57.882Z,False,False,False
essataldelane.bsky.social,1,123,114,2024-08-30T13:32:39.835Z,False,False,False
naomateimufasa.bsky.social,3,136,151,2024-08-30T19:35:17.137Z,False,False,False
lisbethsalandsr.lesbian.cat,6,678,526,2024-09-03T01:13:15.303Z,False,False,False
chezcherry.bsky.social,3,116,89,2024-09-17T15:48:02.807Z,False,False,False
cristieie.bsky.social,3,214,470,2023-08-03T23:34:20.299Z,False,False,False
leilafigueiredo.bsky.social,1,49,144,2023-09-05T13:48:51.237Z,False,False,False
gremlin27.bsky.social,3,551,438,2023-09-11T19:22:29.553Z,False,False,False
fhsdoc.bsky.social,2,728,252,2023-07-03T21:36:59.966Z,False,False,False
naotafacilprang.bsky.social,1,451,250,2023-07-01T19:13:12.247Z,False,False,False
militzer.bsky.social,3,907,917,2023-04-11T18:27:57.018Z,False,False,False
jumlo.bsky.social,5,320,334,2024-08-31T21:53:05.405Z,False,False,False
lucianapombo.bsky.social,1,40,25,2024-09-02T18:39:40.209Z,False,False,False
gasseruto.bsky.social,5,1322,358,2023-05-11T19:55:20.139Z,False,False,False
marciaco7.bsky.social,15,6313,6854,2023-05-29T01:43:25.099Z,False,False,False
jardineirojs.bsky.social,3,78,81,2024-10-04T01:44:32.206Z,False,False,False
hugomarques.dev,1,2001,164,2024-08-29T02:29:22.320Z,False,False,False
leandrofelipe.bsky.social,1,483,374,2023-06-28T17:30:33.463Z,False,False,False
saberatualizado.bsky.social,10,1277,20,2024-04-17T07:26:09.617Z,False,False,False
bluesky002pcm.bsky.social,2,245,19,2024-04-13T07:15:04.764Z,False,False,False
forgetsuperman.bsky.social,1,75,158,2024-01-07T20:06:56.088Z,False,False,False
lopsmari.bsky.social,1,84,99,2024-04-07T21:48:13.979Z,False,False,False
ofator.com.br,3,107,5,2024-08-30T21:15:53.842Z,False,False,False
hugobezerra.bsky.social,5,6124,5488,2023-09-29T04:05:50.661Z,False,False,False
raskolnikovbr.bsky.social,1,103,359,2023-11-13T15:58:27.573Z,False,False,False
yaasro.bsky.social,1,238,213,2024-08-30T22:53:23.775Z,False,False,False
adrianagfsd.bsky.social,1,482,465,2024-04-11T00:03:58.620Z,False,False,False
patodeborracha.bsky.social,4,15233,1979,2023-12-11T04:47:30.207Z,False,False,False
louislight.bsky.social,1,76,119,2023-11-21T17:32:46.173Z,False,False,False
cientistamaluco.bsky.social,2,2401,2856,2024-04-13T16:41:46.456Z,False,False,False
brisalatina.bsky.social,1,76,177,2024-04-13T14:09:39.925Z,False,False,False
transbixa.bsky.social,1,245,897,2024-09-08T13:45:22.322Z,False,False,False
helopait.bsky.social,4,213,209,2024-01-11T23:44:49.260Z,False,False,False
mylenagardiner.bsky.social,2,505,567,2024-08-29T23:42:25.419Z,False,False,False
luluhsh.bsky.social,1,93,97,2023-10-23T12:17:13.761Z,False,False,False
ronaldo-st.bsky.social,1,2616,2506,2024-04-08T19:07:31.166Z,False,False,True
pazpazpazpaz.bsky.social,1,495,370,2024-09-16T21:19:00.709Z,False,False,False
faelsemra.the-gay.cat,2,232,174,2025-01-04T20:11:55.946Z,False,False,False
gpsy-danger.bsky.social,1,678,394,2024-08-30T00:02:39.727Z,False,False,False
capetacat.bsky.social,1,285,706,2024-08-31T01:24:08.825Z,False,False,False
flaviosca.bsky.social,1,33,46,2023-09-03T16:37:16.757Z,False,False,False
camara.leg.br,3,6229,77,2024-08-30T22:49:45.987Z,False,False,False
caldeiraopolitico.bsky.social,3,67,50,2024-04-25T16:46:16.493Z,False,False,False
leosfera.bsky.social,1,610,623,2023-12-09T19:51:46.548Z,False,False,False
piratasgcr.bsky.social,1,126,123,2023-05-05T00:21:00.023Z,False,False,False
anacpaim.bsky.social,1,653,523,2023-07-01T18:22:47.385Z,False,False,False
karinafjp.bsky.social,2,926,617,2023-10-21T17:31:23.874Z,False,False,False
matheusvale.bsky.social,2,207,230,2023-07-25T15:24:59.565Z,False,False,False
tainass.bsky.social,1,124,56,2025-03-05T04:17:22.545Z,False,False,False
raqnery.bsky.social,13,1277,421,2023-07-03T14:06:39.849Z,False,False,False
chicovit.bsky.social,1,517,623,2024-04-13T00:47:18.510Z,False,False,False
lucianalm.bsky.social,3,225,263,2023-04-27T15:45:46.583Z,False,False,False
gladzma.bsky.social,2,1580,2314,2023-06-08T00:04:01.401Z,False,False,False
boyrina.bsky.social,1,3579,3429,2023-12-06T09:18:27.057Z,False,False,False
frlarts.bsky.social,1,53,65,2024-02-18T21:50:17.672Z,False,False,False
scps-sms-rio.bsky.social,6,27,8,2025-04-14T15:38:55.874Z,False,False,False
gaymercansado.bsky.social,2,504,279,2023-07-03T16:36:19.067Z,False,False,False
vepo.dev,2,2281,1279,2024-02-06T16:59:33.391Z,False,False,False
ryosblood.bsky.social,4,262,266,2024-08-30T21:43:04.537Z,False,False,False
gutorama.bsky.social,1,272,142,2024-09-03T15:04:05.098Z,False,False,False
raissant.bsky.social,1,143,358,2023-08-19T04:10:25.290Z,False,False,False
lisbones.bsky.social,2,87,52,2023-08-28T00:24:22.096Z,False,False,False
anaolivias.bsky.social,8,1967,3545,2023-04-13T21:16:57.719Z,False,False,False
meninapinho.bsky.social,1,191,476,2023-09-10T09:54:38.766Z,False,False,False
ohudsoncunha.bsky.social,2,10,31,2024-04-12T20:59:39.346Z,False,False,False
badscode.bsky.social,1,165,156,2024-10-27T03:26:06.708Z,False,False,False
catiorrodeoculos.bsky.social,2,497,306,2023-07-01T23:04:51.033Z,False,False,False
raquelsramos.bsky.social,1,1684,1095,2024-08-31T22:00:22.998Z,False,False,False
nichiea.bsky.social,1,90,226,2024-08-31T01:39:54.547Z,False,False,False
cappurrccino.bsky.social,1,242,260,2023-08-25T09:54:57.494Z,False,False,False
wonderobin.bsky.social,2,448,515,2024-04-07T04:13:04.317Z,False,False,False
oantifacho.bsky.social,1,146,44,2024-11-25T12:34:56.345Z,False,False,False
evandrodro.bsky.social,1,395,980,2024-04-09T22:40:30.315Z,False,False,False
doggor80.bsky.social,1,44,152,2025-03-11T21:56:23.846Z,False,False,False
elynnil.tripazeada.club,1,835,992,2024-04-10T11:26:43.077Z,False,False,False
marciovianna.bsky.social,2,4209,1196,2023-04-22T15:04:22.592Z,False,False,False
whatamendoim.bsky.social,1,86,59,2023-07-24T16:21:46.684Z,False,False,False
hyeonix.bsky.social,1,28,44,2025-08-13T21:36:14.001Z,False,False,False
br4zuc4br.bsky.social,7,700,1459,2024-05-03T20:24:59.284Z,False,False,False
limanthando.bsky.social,1,1245,1101,2024-08-31T23:36:02.108Z,False,False,False
minervini.bsky.social,1,1138,266,2023-07-03T12:51:59.461Z,False,False,False
raposatriste.bsky.social,3,549,231,2023-07-14T15:05:43.342Z,False,False,False
ayrtonmsilva.bsky.social,4,3191,2708,2023-07-30T15:29:06.216Z,False,False,False
kolibyr.bsky.social,2,1239,1761,2024-04-07T23:30:44.209Z,False,False,False
jaonunes.bsky.social,1,482,2873,2023-08-22T13:57:17.541Z,False,False,False
nkdbeomsoo.bsky.social,1,111,106,2025-07-05T14:21:49.631Z,False,False,False
somarodracir.bsky.social,1,446,182,2024-04-10T23:21:30.805Z,False,False,False
nihili.bsky.social,1,153,219,2023-07-23T20:44:37.126Z,False,False,False
ducklina.bsky.social,2,333,413,2023-09-21T19:07:54.558Z,False,False,False
shinjoao.bsky.social,1,3829,1902,2023-07-03T14:30:42.088Z,False,False,False
futsuusaikou.bsky.social,1,81,32,2024-04-07T19:38:14.802Z,False,False,False
zegomes.bsky.social,2,10699,10691,2024-04-09T18:35:39.601Z,False,False,False
jordandraw.bsky.social,2,427,702,2023-08-29T17:37:53.130Z,False,False,False
limonada.bsky.social,2,2538,2301,2023-08-08T05:15:48.554Z,False,False,False
hchinaski15.bsky.social,4,885,1530,2024-08-31T04:01:43.413Z,False,False,True
vitiberio.bsky.social,1,55,64,2024-09-06T12:55:17.719Z,False,False,False
malifhtagn.bsky.social,1,63,110,2023-07-24T23:29:07.477Z,False,False,False
besouronarrando.bsky.social,1,2477,832,2023-07-01T18:02:29.929Z,False,False,False
itsflammer.bsky.social,1,46,70,2023-09-06T23:45:21.975Z,False,False,False
f3rf3r.bsky.social,1,339,596,2024-09-01T01:40:15.101Z,False,False,False
molequediabo.bsky.social,3,562,1423,2024-08-12T16:47:57.475Z,False,False,False
concurseiradoida.bsky.social,2,292,169,2025-05-11T18:55:29.140Z,False,False,False
rainavpi.bsky.social,2,1123,930,2023-07-03T18:32:19.430Z,False,False,False
edtorresnc.bsky.social,1,642,467,2023-08-18T20:39:13.347Z,False,False,False
luaudrey.bsky.social,6,455,425,2023-07-01T19:25:12.845Z,False,False,False
oglobo.globo.com,24,27878,2,2024-08-31T16:43:39.899Z,False,False,False
comcdecachorro.bsky.social,3,220,248,2024-09-09T20:05:17.218Z,False,False,False
uaimiga.bsky.social,4,910,219,2023-07-03T19:22:43.838Z,False,False,False
rafaelmb.bsky.social,2,152,247,2023-11-10T14:21:06.820Z,False,False,False
sorporquinho.bsky.social,7,594,855,2023-06-22T18:32:02.769Z,False,False,False
renaldofilho.bsky.social,2,370,165,2025-01-27T02:41:22.843Z,False,False,False
vmagliocco.bsky.social,2,121,151,2023-07-01T19:00:15.189Z,False,False,False
herukun.bsky.social,2,169,416,2024-01-05T12:34:02.992Z,False,False,False
sataniso.bsky.social,2,61,25,2023-07-01T19:26:32.398Z,False,False,False
frarruda.bsky.social,1,594,1744,2023-07-03T15:11:10.446Z,False,False,False
vai-nessa.bsky.social,4,356,354,2024-09-03T11:27:16.898Z,False,False,False
ryaissa.bsky.social,2,765,270,2023-07-10T18:26:55.659Z,False,False,False
mairyjo.bsky.social,1,63,126,2024-08-31T22:20:34.911Z,False,False,False
lbarbieri.bsky.social,1,100,404,2024-02-06T20:18:16.583Z,False,False,False
infomoneyoficial.bsky.social,9,1017,1,2024-09-02T15:28:21.000Z,False,False,False
danteaqueronte.bsky.social,2,45,204,2024-09-01T15:52:33.900Z,False,False,False
kasparszellis.bsky.social,1,1049,345,2024-11-15T07:57:44.034Z,False,False,False
guganoblat.bsky.social,1,49381,21,2024-04-15T05:36:42.247Z,False,False,False
rainhadobrasil.bsky.social,4,1398,1572,2024-09-18T16:26:36.812Z,False,False,False
uepp.bsky.social,1,93,318,2024-08-29T20:34:21.720Z,False,False,False
radiocamara.bsky.social,2,131,82,2024-09-02T17:23:25.500Z,False,False,False
viniciusduarte.bsky.social,3,5783,758,2023-04-20T23:09:46.045Z,False,False,False
kareuu.bsky.social,1,23,26,2024-09-24T12:34:59.810Z,False,False,False
rinaharo.bsky.social,1,1720,511,2023-04-21T09:42:24.494Z,False,False,False
fallenmooon.bsky.social,1,2208,1393,2025-01-22T18:34:57.645Z,False,False,False
santanafrommato.bsky.social,1,170,240,2023-12-30T02:07:50.208Z,False,False,False
fernandacobo.bsky.social,1,143,104,2023-09-07T20:09:06.914Z,False,False,False
gsortudex.bsky.social,2,947,874,2024-04-11T22:18:37.285Z,False,False,False
menina.bsky.social,2,421,203,2023-07-03T12:32:53.292Z,False,False,False
plucior.bsky.social,2,444,276,2024-09-04T08:41:36.531Z,False,False,False
anacarolinaqui.bsky.social,1,618,833,2023-06-26T19:59:54.196Z,False,False,False
puddingpp.bsky.social,1,96,130,2023-07-03T12:01:05.806Z,False,False,False
paulowerneck.bsky.social,3,886,870,2024-04-13T22:52:21.239Z,False,False,False
nearlyerika.bsky.social,1,482,253,2023-06-22T01:47:10.871Z,False,False,False
taniarivera.bsky.social,2,2619,2348,2024-08-31T12:58:30.806Z,False,False,False
nonatinho.bsky.social,1,0,1,2024-04-23T17:54:49.399Z,False,False,False
sausisha.bsky.social,1,686,559,2023-11-26T16:42:53.386Z,False,False,False
aldirabona.bsky.social,1,43,35,2023-07-25T22:39:06.535Z,False,False,False
gdrmatos.bsky.social,1,288,301,2023-04-19T09:32:39.015Z,False,False,False
madalenassim.bsky.social,2,417,176,2024-11-14T15:23:40.135Z,False,False,False
eduvbs.bsky.social,5,562,283,2024-04-14T02:21:45.693Z,False,False,False
bethk26.bsky.social,14,4545,4722,2024-04-12T21:32:26.745Z,False,False,True
cell-azul.bsky.social,1,499,799,2024-04-24T01:03:36.732Z,False,False,False
adrinette.bsky.social,1,2619,2441,2023-10-21T19:08:46.161Z,False,False,False
thaymg2001.bsky.social,2,383,267,2024-10-02T14:21:13.406Z,False,False,False
cidmaisoumenos.bsky.social,1,720,1353,2023-07-01T19:39:35.649Z,False,False,False
guimariane94.bsky.social,3,1023,565,2024-04-11T00:22:40.655Z,False,False,False
joaninha00.bsky.social,1,18,42,2025-02-03T09:41:49.944Z,False,False,False
juanvic.bsky.social,1,75,127,2024-04-12T03:53:24.777Z,False,False,False
claudinhabc.bsky.social,4,337,293,2024-08-29T01:01:20.522Z,False,False,False
denisesq.bsky.social,5,665,544,2023-04-20T23:29:15.006Z,False,False,False
helenapalm.bsky.social,1,2044,1095,2023-05-10T00:22:20.979Z,False,False,False
isabelasilvino.bsky.social,3,3153,487,2023-04-17T02:01:10.877Z,False,False,False
xonas.bsky.social,1,1796,1445,2023-04-11T20:48:01.578Z,False,False,False
xplodninja.bsky.social,5,1919,1436,2023-06-09T00:40:53.846Z,False,False,False
carloszalberto.bsky.social,2,38,23,2025-01-18T16:54:46.045Z,False,False,False
litia.scares.men,1,1196,434,2023-07-31T21:19:36.646Z,False,False,False
estau.bsky.social,1,6,6,2025-07-01T19:14:27.531Z,False,False,False
douglasrbs.bsky.social,1,296,477,2023-07-29T17:08:40.174Z,False,False,False
corralicacorra1.bsky.social,4,580,470,2024-06-12T20:10:56.210Z,False,False,False
sommelierdevoto.bsky.social,1,984,784,2023-07-13T11:00:45.221Z,False,False,False
marciocacao.bsky.social,2,263,127,2024-08-31T18:39:17.404Z,False,False,False
evelina.bsky.social,1,618,456,2023-04-11T19:36:00.913Z,False,False,False
antibactericida.bsky.social,1,161,226,2024-08-30T23:24:30.715Z,False,False,False
robbiezinho.bsky.social,7,350,281,2024-04-07T23:06:40.800Z,False,False,False
telma1103.bsky.social,1,398,63,2024-09-07T19:00:00.318Z,False,False,False
sameyaro.bsky.social,1,92,180,2023-08-18T18:05:23.060Z,False,False,False
mobpstrange.bsky.social,1,177,113,2025-05-27T14:27:02.439Z,False,False,False
kbs1979.bsky.social,2,429,893,2025-01-02T11:32:34.943Z,False,False,False
i-feel-u-baby.bsky.social,1,54,41,2024-11-19T16:02:31.006Z,False,False,False
heidinha.bsky.social,1,82,85,2023-07-03T15:58:41.027Z,False,False,False
senhordospasteis.bsky.social,4,3352,1510,2023-07-14T16:19:34.275Z,False,False,False
acormogai.bsky.social,3,637,443,2023-12-29T15:12:50.018Z,False,False,False
thelonewolfba.bsky.social,3,1092,964,2023-12-26T09:20:50.317Z,False,False,False
renatismos.bsky.social,1,655,507,2023-05-24T13:02:32.906Z,False,False,False
jxlbrrs.bsky.social,2,79,76,2023-07-31T02:03:31.760Z,False,False,False
sofredora-g.bsky.social,2,447,348,2024-08-29T22:34:55.520Z,False,False,False
mayysa.bsky.social,4,889,298,2023-04-21T00:34:56.237Z,False,False,False
dricota.bsky.social,3,304,116,2023-05-07T14:31:36.638Z,False,False,False
kluthorr.bsky.social,1,796,716,2023-09-08T21:08:23.430Z,False,False,False
heterasuave.bsky.social,2,109,56,2024-09-07T01:04:25.932Z,False,False,False
pabiophilia.bsky.social,1,173,356,2024-09-09T04:31:00.919Z,False,False,False
arrudeios.bsky.social,3,639,421,2023-11-15T22:16:51.109Z,False,False,False
thepristar.bsky.social,2,643,349,2023-07-04T21:23:53.762Z,False,False,False
berocorreia.bsky.social,1,677,599,2024-04-09T11:38:58.253Z,False,False,False
carlossekko.bsky.social,2,1650,713,2023-05-29T18:36:59.620Z,False,False,False
ghostkyu.bsky.social,1,1051,997,2024-08-29T20:53:26.320Z,False,False,False
prrs.bsky.social,2,852,638,2024-04-09T13:09:35.340Z,False,False,False
jesanto.bsky.social,1,622,272,2023-07-24T20:03:37.171Z,False,False,False
anacruzana2.bsky.social,2,2757,259,2024-08-30T07:40:07.933Z,False,False,False
naomuito.bsky.social,1,2753,235,2023-07-01T21:05:23.006Z,False,False,False
maryviolin.art,1,8058,526,2023-07-04T17:21:03.305Z,False,False,False
daniyvs.bsky.social,1,253,188,2023-07-04T17:50:23.903Z,False,False,False
grangerlisbon.bsky.social,1,316,522,2023-07-01T15:26:28.790Z,False,False,False
rafaelxavier14.bsky.social,2,950,1139,2024-04-10T19:39:34.052Z,False,False,False
expeditopaz.bsky.social,1,1103,2191,2023-04-23T15:41:03.764Z,False,False,False
breakingnewsnozap.bsky.social,10,2097,110,2024-09-02T15:06:26.502Z,False,False,False
comuna420.bsky.social,1,986,131,2023-08-04T03:08:04.737Z,False,False,False
94freehugs.bsky.social,2,316,112,2024-04-07T13:57:50.441Z,False,False,False
umabicuda.bsky.social,2,3300,504,2023-05-05T11:37:30.957Z,False,False,False
letylicious.bsky.social,11,1853,1052,2023-04-29T12:28:18.249Z,False,False,False
josebampi.bsky.social,1,3249,646,2024-09-02T00:35:35.899Z,False,False,False
cissavidal.bsky.social,1,135,419,2023-06-11T01:29:25.549Z,False,False,False
swiftiemoth.bsky.social,5,2899,2602,2024-04-07T20:49:08.643Z,False,False,False
laranjamousse.bsky.social,4,250,131,2024-08-31T02:17:48.897Z,False,False,False
nbl-sohee.shy.cat,2,77,43,2025-04-18T22:23:40.473Z,False,False,False
repolhoji.bsky.social,3,172,232,2024-08-30T22:25:13.474Z,False,False,False
zosogrl.bsky.social,2,56,95,2024-09-02T18:06:31.199Z,False,False,False
crisros.bsky.social,1,286,290,2024-04-11T10:42:45.363Z,False,False,False
marcurelio.bsky.social,1,297,141,2025-02-24T13:21:40.645Z,False,False,False
thiagobagatin.bsky.social,2,6855,7105,2024-04-09T02:49:09.254Z,False,False,False
kreideprinz.bsky.social,2,234,182,2023-07-06T02:23:00.747Z,False,False,False
marcosakira.bsky.social,3,1271,700,2023-11-17T04:21:20.111Z,False,False,False
leanslin.bsky.social,2,83,225,2024-08-31T01:29:10.327Z,False,False,False
ppedroborges.bsky.social,1,3,3,2024-09-06T18:38:17.628Z,False,False,False
angeliclari.bsky.social,2,442,145,2024-08-29T23:48:08.721Z,False,False,False
remyetiennelebeaux.bsky.social,1,118,102,2025-03-17T05:34:47.745Z,False,False,False
pensadorlouco.bsky.social,4,836,332,2023-08-31T12:24:23.163Z,False,False,False
complexstring.bsky.social,1,434,233,2025-02-04T05:38:52.843Z,False,False,False
vinigressana.bsky.social,1,4578,425,2023-04-16T22:58:52.861Z,False,False,False
microdesis.bsky.social,1,570,864,2024-04-08T11:53:00.971Z,False,False,False
nasolidaodanoite.bsky.social,1,3617,2910,2024-09-09T11:38:09.317Z,False,False,False
gandamaluco.bsky.social,3,451,99,2023-06-23T06:06:55.532Z,False,False,False
sanzitos.deichator.ar,1,5047,1188,2023-05-09T01:36:22.154Z,False,False,False
d-yan.bsky.social,2,316,204,2024-09-03T16:05:17.999Z,False,False,False
si1vio.bsky.social,1,249,111,2023-08-15T17:38:49.259Z,False,False,False
wheinkyy.bsky.social,2,1022,325,2024-08-31T05:16:12.998Z,False,False,False
ravi.is-extremely.gay,1,215,184,2024-08-30T20:38:14.940Z,False,False,False
denimoon.bsky.social,1,1805,2100,2024-08-31T02:45:11.904Z,False,False,False
porramuz.bsky.social,1,321,89,2024-09-04T18:16:50.829Z,False,False,False
digiplaymusicbsky.bsky.social,1,240,254,2024-10-17T18:40:49.407Z,False,False,False
boarina.bsky.social,1,396,373,2023-09-04T11:22:17.833Z,False,False,False
willowwill.bsky.social,1,27,37,2024-08-31T15:20:59.703Z,False,False,False
tchris030508.bsky.social,3,202,80,2024-04-07T22:45:01.562Z,False,False,False
numababy.bsky.social,1,452,220,2023-12-19T01:34:51.623Z,False,False,False
apublica.org,2,32443,41,2024-08-30T20:41:29.541Z,False,False,False
pudimon.bsky.social,1,567,152,2023-04-11T17:37:00.602Z,False,False,False
diogolb.bsky.social,2,295,209,2023-08-03T19:33:36.945Z,False,False,False
danieuleitora.bsky.social,4,96,94,2025-01-08T14:11:53.144Z,False,False,False
herlonzaparoli.bsky.social,2,2077,2123,2024-08-31T12:54:46.599Z,False,False,False
ricardobarao2002.bsky.social,2,1079,1505,2023-10-29T23:03:18.168Z,False,False,False
fafaux.bsky.social,1,159,152,2023-09-19T14:44:01.226Z,False,False,False
figuraca.bsky.social,1,26,26,2024-09-16T23:15:05.613Z,False,False,False
rpstrambi.bsky.social,1,44,86,2025-01-11T19:17:52.442Z,False,False,False
cibelebastos.bsky.social,5,3490,3431,2023-12-23T23:01:12.259Z,False,False,False
pangolimgigante.bsky.social,4,2466,485,2023-03-30T02:46:04.529Z,False,False,False
ferdamab.bsky.social,1,122,102,2023-07-06T12:26:55.417Z,False,False,False
ambidestradomal.bsky.social,6,421,485,2024-04-12T03:34:15.266Z,False,False,False
joaodefreitas10.bsky.social,11,14,5,2024-04-12T21:18:39.013Z,False,False,False
alealcantara.bsky.social,2,119,48,2023-07-28T01:28:21.965Z,False,False,False
mahsorrengail.bsky.social,1,3240,954,2024-08-31T15:42:04.997Z,False,False,False
alvesdemoura.bsky.social,2,2518,2594,2024-04-08T19:25:56.255Z,False,False,False
marciaweber.bsky.social,1,4455,5317,2024-04-11T00:50:30.137Z,False,False,False
hqbarata.bsky.social,1,331,11,2024-09-04T15:42:42.035Z,False,False,False
jaotonho.bsky.social,5,138,220,2023-06-09T19:15:14.344Z,False,False,False
susimichels.bsky.social,1,255,106,2024-09-01T03:25:51.603Z,False,False,False
luuizfelipep.bsky.social,2,152,44,2024-10-15T20:39:41.606Z,False,False,False
allansimon.com.br,1,7448,997,2023-07-03T04:05:12.163Z,False,False,False
yuyuzinha.bsky.social,3,91,43,2024-08-29T21:16:33.522Z,False,False,False
lenorienn.bsky.social,3,777,450,2023-10-17T04:06:08.331Z,False,False,False
