handle,num_posts,followers,following,created_at,is_recent_account,is_following_ratio_high,has_duplicate_posts
semconds.bsky.social,2,24,24,2023-09-19T17:01:52.549Z,False,False,False
naoeosnow.bsky.social,1,319,240,2024-11-04T18:17:41.186Z,False,False,True
0800gab.bsky.social,1,15,27,2024-08-29T02:53:57.921Z,False,False,False
fodase.bsky.social,3,156,173,2023-07-03T13:55:16.403Z,False,False,False
onlyana.bsky.social,2,130,109,2024-09-01T01:14:14.707Z,False,False,False
gbrizzola.bsky.social,2,150,308,2024-11-13T17:56:33.980Z,False,False,False
marimessias.bsky.social,1,4251,417,2023-05-03T02:18:19.778Z,False,False,False
nintavitooficial.bsky.social,1,320,284,2024-08-30T21:09:22.147Z,False,False,False
sorvetegatinho.bsky.social,1,253,191,2024-09-04T12:19:39.431Z,False,False,False
laiwa.bsky.social,1,5714,417,2023-09-08T01:34:38.284Z,False,False,False
anica.com.br,1,454,471,2023-07-01T20:14:21.465Z,False,False,False
carolbernardo.bsky.social,2,174,108,2024-08-31T10:55:56.895Z,False,False,False
tonkswindrunner.bsky.social,2,944,1165,2023-06-30T17:43:40.130Z,False,False,False
yvesnxtr.bsky.social,1,2964,3057,2024-08-29T21:47:52.423Z,False,False,False
chocokkyo.bsky.social,1,985,130,2023-10-06T20:53:55.021Z,False,False,False
ivnu.bsky.social,2,725,527,2023-06-29T17:54:45.021Z,False,False,False
margaridajuu.bsky.social,1,607,683,2024-08-29T18:10:23.121Z,False,False,False
batjully.bsky.social,1,171,111,2023-09-12T13:11:18.961Z,False,False,False
liviaporto.bsky.social,1,437,133,2023-07-01T19:48:42.506Z,False,False,False
viniscripts.bsky.social,1,53,60,2024-04-07T15:02:19.678Z,False,False,False
hiagoab.bsky.social,1,491,241,2023-07-04T18:09:51.469Z,False,False,False
lucasteixeira92.bsky.social,1,76,237,2023-11-18T01:34:42.923Z,False,False,False
evilchimichanga.bsky.social,1,54,127,2025-01-11T21:18:40.743Z,False,False,False
biancasif.bsky.social,1,103,116,2024-09-10T15:29:10.224Z,False,False,False
mario.posts.ink,1,3463,1039,2023-05-16T20:29:17.289Z,False,False,False
thiagocoutinho.com,1,394,358,2023-08-22T14:47:01.485Z,False,False,False
ondororu.bsky.social,1,427,225,2024-08-31T11:30:20.005Z,False,False,False
raisupon.com.br,1,1526,475,2023-06-22T06:53:52.365Z,False,False,False
dipnlik.xyz,1,987,419,2023-07-06T14:56:53.642Z,False,False,False
vivianemaia.bsky.social,1,44,109,2023-08-06T23:55:58.543Z,False,False,False
nanidiasm.bsky.social,1,56,144,2024-09-12T02:17:31.108Z,False,False,False
aleb0824.bsky.social,1,352,274,2024-08-29T03:02:39.520Z,False,False,False
cristianobotafogo.bsky.social,1,3231,128,2024-09-03T11:22:41.304Z,False,False,False
luzitt.bsky.social,1,1366,482,2024-08-29T19:24:06.421Z,False,False,False
hajimee.bsky.social,1,393,498,2023-07-03T21:18:11.105Z,False,False,False
nenoticias.bsky.social,2,18,4,2025-04-01T13:11:38.593Z,False,False,False
petethebullet.bsky.social,1,43,32,2025-03-11T11:30:44.145Z,False,False,False
ocazmania.bsky.social,1,422,256,2023-07-04T06:04:23.224Z,False,False,False
dudaborges.bsky.social,2,197,204,2023-09-18T18:38:42.564Z,False,False,False
kaiasagao.swifties.social,1,564,68,2024-09-09T00:33:32.422Z,False,False,False
ourladyofways.bsky.social,1,162,137,2023-12-03T07:33:58.975Z,False,False,False
taisbravo.bsky.social,1,282,189,2024-09-02T20:48:50.705Z,False,False,False
dressap.bsky.social,1,405,246,2024-08-31T15:23:37.011Z,False,False,True
ge-lysium.bsky.social,1,1256,648,2023-07-03T04:45:44.729Z,False,False,False
europinha.bsky.social,1,119,35,2024-12-10T12:05:06.450Z,False,False,False
xmxndx.bsky.social,2,34,27,2024-08-31T12:23:18.897Z,False,False,False
clarapralon.bsky.social,1,303,463,2023-07-03T09:35:17.628Z,False,False,False
pedroleonardo.bsky.social,1,33,39,2023-11-29T20:33:19.381Z,False,False,False
janaiane.bsky.social,2,187,167,2023-09-09T19:08:43.983Z,False,False,False
milamesmo.bsky.social,1,2590,1081,2023-05-18T12:52:50.769Z,False,False,False
moke.me,1,581,756,2023-04-24T00:07:13.962Z,False,False,False
lpugo.bsky.social,1,101,89,2023-05-19T10:46:51.668Z,False,False,False
darthmarcio.bsky.social,1,669,2375,2023-08-16T16:09:50.299Z,False,False,False
brnmatous.bsky.social,2,403,213,2023-08-18T18:20:08.347Z,False,False,False
ovitorsolto.bsky.social,1,166,155,2023-05-22T01:43:56.369Z,False,False,False
dtavares.bsky.social,1,4726,60,2023-07-01T20:00:42.975Z,False,False,False
thiimacedo.bsky.social,4,787,324,2023-04-19T18:53:35.297Z,False,False,False
beacomenta.bsky.social,4,502,363,2024-08-29T20:23:59.624Z,False,False,False
rodigui.bsky.social,1,1161,933,2024-02-03T01:23:32.518Z,False,False,False
ahwardi.bsky.social,1,218,357,2023-04-11T18:06:11.321Z,False,False,False
mergilheu.bsky.social,2,217,281,2023-07-31T01:01:54.517Z,False,False,False
milene1falcon.bsky.social,1,1038,184,2023-09-09T10:50:50.883Z,False,False,False
aryluz.bsky.social,1,613,398,2023-07-26T21:41:11.755Z,False,False,False
folhademocrata.bsky.social,2,529,35,2024-09-02T18:32:00.300Z,False,False,False
monicafigueiredo.bsky.social,1,375,287,2024-08-30T21:44:57.373Z,False,False,False
igorapp.bsky.social,1,467,215,2023-05-10T12:05:44.060Z,False,False,False
mkolino.bsky.social,1,157,140,2024-08-31T22:38:25.404Z,False,False,False
kirisakii.bsky.social,1,360,260,2024-01-08T19:42:26.482Z,False,False,False
sharpskin6977.bsky.social,1,439,248,2024-09-02T22:29:51.600Z,False,False,False
sorwinter.bsky.social,1,328,153,2024-08-29T23:27:36.523Z,False,False,False
omni-letters.bsky.social,1,295,1024,2024-09-01T16:47:40.196Z,False,False,False
htrmarx.bsky.social,1,88,149,2024-08-29T22:55:12.222Z,False,False,False
bitnakyu.bsky.social,1,52,96,2025-05-05T17:10:39.577Z,False,False,False
biazilda.bsky.social,1,33,29,2023-07-04T20:05:18.615Z,False,False,False
juazul.bsky.social,1,386,773,2024-09-17T21:04:58.410Z,False,False,False
remdiel.bsky.social,1,300,371,2023-12-25T17:14:49.177Z,False,False,False
mamatiazi.bsky.social,1,5726,1250,2023-06-07T16:16:22.262Z,False,False,False
gabrieldivan.bsky.social,1,12386,695,2023-04-21T21:13:08.583Z,False,False,False
bibiana.bsky.social,1,203,205,2023-04-13T19:43:10.910Z,False,False,False
belowrenco.bsky.social,1,168,174,2023-07-03T12:51:38.038Z,False,False,False
sevrianu.bsky.social,1,376,629,2023-07-26T21:22:05.303Z,False,False,False
ddvedder.bsky.social,1,119,125,2024-09-02T20:22:42.900Z,False,False,False
nojapaojaedia2.bsky.social,1,692,284,2024-09-05T03:33:21.139Z,False,False,False
arthur6x1.bsky.social,1,290,366,2024-04-15T00:26:30.141Z,False,False,False
prepucioano.bsky.social,1,488,828,2024-12-10T13:45:41.250Z,False,False,False
anagomes54.bsky.social,1,2482,654,2024-11-10T16:29:37.182Z,False,False,False
aaassisi.bsky.social,1,353,312,2023-07-01T19:49:24.116Z,False,False,False
lowasreborn.bsky.social,2,724,731,2024-08-29T05:27:11.319Z,False,False,False
britishcookie.bsky.social,3,505,458,2023-07-19T22:00:10.589Z,False,False,False
soypoliiii.bsky.social,1,441,280,2024-09-01T21:43:57.300Z,False,False,False
seringueiro.bsky.social,17,1814,2252,2023-08-04T02:30:35.849Z,False,False,True
jancarand.bsky.social,1,6165,5673,2024-04-13T03:08:04.304Z,False,False,False
joaoa991533517.bsky.social,1,1530,1521,2024-04-09T14:20:12.519Z,False,False,False
itsanapaula.bsky.social,1,442,391,2023-09-09T19:28:26.444Z,False,False,False
lou-arruda.bsky.social,1,183,270,2024-10-04T15:01:04.311Z,False,False,False
alfabeckzada.bsky.social,1,122,209,2024-09-06T02:11:34.929Z,False,False,False
lucasvargas.bsky.social,1,186,155,2024-08-30T21:28:44.141Z,False,False,False
oneofthestroke.bsky.social,1,285,249,2024-08-30T20:54:43.839Z,False,False,False
mar30.bsky.social,1,898,299,2024-04-13T20:55:47.251Z,False,False,False
rafapi.bsky.social,1,75,81,2023-07-03T05:24:47.011Z,False,False,False
mariomarcos.bsky.social,1,32,31,2024-04-12T21:24:49.467Z,False,False,False
uairafa.bsky.social,1,550,262,2023-07-01T19:43:21.383Z,False,False,False
affsono.bsky.social,1,76,59,2023-10-25T17:18:47.178Z,False,False,False
rossodm.com,1,146,242,2023-06-13T11:22:17.910Z,False,False,False
fevargas.bsky.social,1,174,430,2024-08-30T22:57:54.988Z,False,False,False
claudiabigoto.bsky.social,3,1163,292,2024-09-01T17:50:28.802Z,False,False,False
fluffynoe.bsky.social,1,57,30,2023-08-02T15:29:52.188Z,False,False,False
dantebg.bsky.social,1,171,208,2023-05-02T08:43:56.927Z,False,False,False
peaoxonado.bsky.social,1,151,134,2023-09-13T11:21:25.110Z,False,False,False
eletriceye.bsky.social,1,190,119,2023-08-30T16:27:50.724Z,False,False,False
principeestranho.bsky.social,1,3075,2671,2023-07-03T12:33:17.110Z,False,False,False
jinri.woke.cat,1,235,99,2024-08-30T23:58:27.089Z,False,False,False
minoca.woke.cat,1,81,52,2023-08-18T13:09:37.038Z,False,False,False
thomas1949.bsky.social,2,7947,9472,2024-04-12T14:46:01.333Z,False,False,False
vafjr87.bsky.social,1,665,565,2023-04-27T22:02:59.803Z,False,False,False
pavezitavoadora.bsky.social,3,281,213,2023-06-07T01:21:39.338Z,False,False,False
yascls.bsky.social,3,1294,1233,2024-08-31T23:20:25.105Z,False,False,False
brubrucx.bsky.social,1,151,201,2024-08-29T02:06:18.219Z,False,False,False
heitor.dev,1,8,47,2023-10-08T23:59:36.807Z,False,False,False
sohdandoumaolhada.bsky.social,1,164,252,2024-11-30T20:47:22.145Z,False,False,False
ferbarbosan.bsky.social,3,1256,491,2023-05-28T22:22:39.028Z,False,False,False
guimaraujo.bsky.social,1,2090,1040,2024-01-08T12:54:16.593Z,False,False,False
iaeraposinha.bsky.social,1,28,24,2024-09-09T20:09:57.917Z,False,False,False
twittadeh.bsky.social,1,2134,649,2024-08-29T17:54:10.422Z,False,False,False
moraisaimeeart.bsky.social,2,299,201,2024-09-03T03:09:51.697Z,False,False,False
monsttera.bsky.social,2,303,431,2023-07-01T18:18:24.856Z,False,False,False
soletine.bsky.social,1,1810,1115,2023-07-19T12:39:17.754Z,False,False,False
indignado72.bsky.social,1,1821,1988,2024-04-08T20:47:17.783Z,False,False,False
bichinhos.bsky.social,1,13438,26,2023-05-09T17:28:41.861Z,False,False,False
kadupessoa.bsky.social,1,780,350,2023-04-06T03:34:45.657Z,False,False,False
amandadocapim.bsky.social,1,176,193,2024-08-30T22:47:44.277Z,False,False,False
operamundi.bsky.social,1,7871,42,2024-04-15T17:58:22.865Z,False,False,False
vifortes.bsky.social,1,510,268,2023-04-25T21:57:55.510Z,False,False,False
luththome1971.bsky.social,1,451,377,2025-01-25T11:57:31.144Z,False,False,False
luhveras.bsky.social,1,79,134,2023-08-26T02:11:06.241Z,False,False,False
renatotomaz.bsky.social,1,474,189,2023-05-13T17:19:50.963Z,False,False,False
ravberry.bsky.social,1,169,199,2024-08-29T00:26:00.324Z,False,False,False
jvfr.bsky.social,1,93,44,2023-08-24T17:06:10.291Z,False,False,False
ticow.bsky.social,1,1965,743,2023-05-24T21:56:52.163Z,False,False,False
digdug.bsky.social,3,836,421,2023-07-01T17:02:42.360Z,False,False,False
poggiser.bsky.social,1,47,64,2024-08-31T23:33:06.696Z,False,False,False
jlgkarmona.bsky.social,3,2279,2551,2024-08-31T13:19:10.197Z,False,False,False
camib.bsky.social,1,286,234,2023-07-01T19:12:40.700Z,False,False,False
luisfernandobs.bsky.social,1,492,407,2024-04-12T22:40:47.154Z,False,False,False
saviosantana.bsky.social,1,2689,6218,2024-04-09T05:07:09.177Z,False,False,False
hyngrid.bsky.social,1,95,115,2024-09-02T20:41:48.006Z,False,False,False
felipelinhares.bsky.social,4,249,211,2023-05-05T13:41:40.856Z,False,False,False
tabreuoliveira.bsky.social,1,175,169,2024-04-14T01:39:28.669Z,False,False,False
gylsou.bsky.social,1,3021,3319,2024-04-09T04:19:56.325Z,False,False,False
vmv.bsky.social,1,490,868,2023-11-02T13:16:11.140Z,False,False,False
ruyzitoo.bsky.social,1,23,16,2024-09-04T01:54:23.506Z,False,False,False
marcelombra.bsky.social,1,251,123,2023-07-01T15:41:01.758Z,False,False,False
pamsimmer.bsky.social,2,1438,515,2023-10-26T11:24:30.502Z,False,False,False
4goodtaste.bsky.social,4,192,158,2024-04-16T13:16:24.739Z,False,False,False
felipesoares.bsky.social,1,325,340,2023-08-31T04:44:37.115Z,False,False,False
paulusf.bsky.social,1,271,210,2023-09-07T19:01:27.206Z,False,False,False
lucaskias.bsky.social,1,7129,165,2023-06-21T22:58:41.153Z,False,False,False
blmg.bsky.social,2,1655,1131,2023-06-07T15:55:07.032Z,False,False,False
1967289.bsky.social,1,2449,2345,2024-04-12T23:37:06.537Z,False,False,False
princesafeiona.bsky.social,1,91,69,2025-01-12T19:56:28.044Z,False,False,False
as-cool-as-you.bsky.social,1,36,42,2024-08-29T22:26:13.821Z,False,False,False
domenicamendes.com,2,1180,310,2023-04-28T15:49:52.125Z,False,False,False
ohmykyungie.bsky.social,1,223,140,2024-08-30T21:45:49.813Z,False,False,False
tamanduabandeira.bsky.social,1,46,42,2023-07-01T19:41:02.904Z,False,False,False
coelhomalditolendo.bsky.social,1,1259,587,2024-09-01T23:35:42.304Z,False,False,False
livrosesafismos.bsky.social,1,729,570,2023-08-02T13:41:09.355Z,False,False,False
gazetaexpressa.com.br,1,22,1,2024-08-30T13:28:49.832Z,False,False,False
gizr.bsky.social,1,102,135,2024-08-30T03:06:47.434Z,False,False,False
joysn.bsky.social,1,53,137,2024-01-02T02:29:51.622Z,False,False,False
oeunetto.bsky.social,1,1917,3679,2024-08-30T22:06:55.574Z,False,False,False
belitcha.bsky.social,1,155,93,2023-07-03T15:40:09.181Z,False,False,False
lafuca.bsky.social,1,3121,4623,2024-04-15T16:41:42.509Z,False,False,False
boradebora.bsky.social,2,88,91,2024-09-15T19:33:38.111Z,False,False,False
solteira.bsky.social,1,989,728,2024-09-03T20:01:30.798Z,False,False,False
fanifemcel.bsky.social,1,813,859,2024-08-30T20:46:45.944Z,False,False,False
renanriso.bsky.social,1,74,107,2025-02-25T02:00:07.945Z,False,False,False
cifuenteslu.bsky.social,1,66,95,2023-07-04T16:09:38.102Z,False,False,False
marinalins.bsky.social,1,924,840,2023-05-14T18:05:37.176Z,False,False,False
musaraujo.bsky.social,2,4277,666,2023-06-24T15:56:56.176Z,False,False,False
andreiabolseiro.bsky.social,1,3405,766,2023-05-25T19:54:37.279Z,False,False,False
jcaalmeida.bsky.social,1,4,1,2024-09-08T10:46:48.018Z,False,False,False
manobap.bsky.social,6,243,388,2024-09-02T14:24:13.407Z,False,False,False
arqstella.bsky.social,3,8,27,2024-09-01T01:38:14.201Z,False,False,False
kigewpuri.bsky.social,1,970,826,2024-08-29T22:36:11.228Z,False,False,False
jugrnj.bsky.social,2,815,653,2023-05-05T13:28:49.279Z,False,False,False
ildefonso.bsky.social,1,2376,2685,2024-04-10T13:30:36.077Z,False,False,False
zorariver.bsky.social,1,49,95,2023-09-04T12:08:54.190Z,False,False,False
lilla.bsky.social,1,1242,608,2023-04-24T14:49:26.696Z,False,False,False
marcelobicarato.bsky.social,1,865,358,2024-09-01T16:10:53.297Z,False,False,False
maluflavia.bsky.social,1,203,316,2023-08-02T22:47:19.405Z,False,False,False
irlor.bsky.social,1,284,263,2024-08-30T22:34:34.160Z,False,False,False
rafaelteixeira.bsky.social,1,2236,941,2023-05-24T13:52:55.505Z,False,False,False
alinetlsaopaulo.bsky.social,1,1885,505,2023-10-08T13:04:08.566Z,False,False,False
lcrftraider.bsky.social,3,1313,1273,2024-08-30T22:40:46.986Z,False,False,False
mdyonisio01.bsky.social,1,439,39,2024-04-14T19:39:32.742Z,False,False,False
prosanaesquina.bsky.social,1,405,1253,2023-06-20T23:37:08.160Z,False,False,False
eduardopandini.bsky.social,1,382,932,2023-08-14T00:08:35.179Z,False,False,False
saulojacques.bsky.social,1,603,497,2024-04-13T13:38:38.239Z,False,False,False
marthaargel.bsky.social,1,398,150,2023-07-12T14:53:03.892Z,False,False,False
carolem.bsky.social,1,98,73,2023-07-08T12:56:00.172Z,False,False,False
paopixel.art.br,1,130,190,2024-08-31T01:57:11.851Z,False,False,False
jusantana.bsky.social,1,108,194,2023-04-30T02:20:39.718Z,False,False,False
pshjaak.bsky.social,1,2616,3032,2024-04-10T10:44:26.867Z,False,False,False
mennrva.bsky.social,1,50,71,2024-08-31T10:10:37.300Z,False,False,False
leianesonfire.bsky.social,1,681,433,2023-05-22T02:09:05.758Z,False,False,False
unefleurox.bsky.social,1,75,29,2024-09-11T23:02:00.709Z,False,False,False
chorum3-666.ooooooooooooooooooooooooooo.ooo,3,668,384,2024-09-01T01:31:45.398Z,False,False,False
gabriola.bsky.social,1,484,325,2023-07-01T18:42:19.216Z,False,False,False
mulhertamarindo.bsky.social,1,18046,3135,2023-04-19T20:39:02.227Z,False,False,False
amandaseixas.ursal.social,1,504,353,2023-07-03T03:32:55.502Z,False,False,False
lalybelikov.bsky.social,1,151,167,2024-08-31T00:11:45.075Z,False,False,False
pedroealfa.bsky.social,1,176,182,2024-08-29T23:22:22.121Z,False,False,False
joaovdb.bsky.social,1,121,398,2024-04-10T12:09:32.164Z,False,False,False
elaoli.bsky.social,1,316,216,2024-09-02T00:32:24.901Z,False,False,False
sergioa.bsky.social,1,662,1559,2023-04-28T16:08:25.367Z,False,False,False
iliada.bsky.social,1,1825,1827,2023-08-05T00:25:49.936Z,False,False,False
geminiloka.bsky.social,1,265,175,2024-08-31T03:54:32.904Z,False,False,False
carregando.bsky.social,1,337,1042,2023-05-09T15:49:50.057Z,False,False,False
nyn4eve.bsky.social,1,101,48,2024-08-31T20:38:04.604Z,False,False,False
kenithehated.bsky.social,1,152,212,2024-09-06T21:03:29.818Z,False,False,False
observadora90.bsky.social,1,111,315,2024-09-07T23:54:51.327Z,False,False,False
pcgama.bsky.social,1,2773,2315,2024-04-10T02:10:48.852Z,False,False,False
thaislanr.bsky.social,1,186,412,2024-09-03T02:05:38.498Z,False,False,False
stunts404.bsky.social,1,15,3,2024-09-01T02:06:29.000Z,False,False,False
cachosridiculos.bsky.social,1,332,364,2024-08-31T10:29:47.501Z,False,False,False
lelerizzo.bsky.social,1,604,103,2023-05-18T21:06:48.970Z,False,False,False
andradeyves.bsky.social,1,370,119,2024-09-19T22:21:12.114Z,False,False,False
tiagomd.bsky.social,2,181,197,2023-06-26T13:40:47.861Z,False,False,False
dordoris.bsky.social,1,556,345,2023-07-06T03:44:45.989Z,False,False,False
mariananetto.net,1,1111,645,2023-04-07T02:32:09.860Z,False,False,False
martetelurica.bsky.social,1,152,306,2023-07-25T00:46:12.041Z,False,False,False
mlaudeauser.bsky.social,1,847,338,2023-04-13T15:18:07.461Z,False,False,False
jayjess.bsky.social,1,381,379,2024-04-07T23:20:33.925Z,False,False,False
jbisma.bsky.social,1,76,308,2024-09-04T21:53:22.831Z,False,False,False
vanzauber.bsky.social,1,484,354,2023-11-02T23:41:26.641Z,False,False,False
amandhaas.bsky.social,1,124,146,2024-05-27T04:08:09.090Z,False,False,False
tuckerbrina.bsky.social,1,2203,2105,2024-04-07T21:45:28.299Z,False,False,False
foifeitopraisso.bsky.social,1,780,388,2024-09-08T14:45:38.523Z,False,False,False
ludiva.bsky.social,1,84,54,2023-08-25T01:04:05.941Z,False,False,False
kirpo.bsky.social,1,2289,369,2023-06-29T00:24:50.146Z,False,False,False
deborahaa.bsky.social,3,166,197,2023-07-01T20:44:45.586Z,False,False,False
patrian.bsky.social,1,47,196,2023-12-16T21:53:58.661Z,False,False,False
euavisei.bsky.social,1,84,51,2024-08-31T18:23:06.904Z,False,False,False
danih.bsky.social,2,2787,168,2023-04-27T15:26:02.339Z,False,False,False
jorgesouza.bsky.social,1,394,363,2024-04-11T09:38:53.909Z,False,False,False
ricardosog.bsky.social,2,13700,20968,2024-04-10T19:02:45.568Z,False,False,False
sryukii.bsky.social,2,334,283,2024-08-30T22:45:08.577Z,False,False,False
stlittlegirl.bsky.social,1,628,251,2023-07-01T20:01:16.589Z,False,False,False
predoarantes.bsky.social,1,93,85,2023-06-01T19:26:18.186Z,False,False,False
rowongz.bsky.social,2,976,301,2023-05-31T11:56:59.287Z,False,False,False
nekocinema.ooooooooooooooooooooooooooo.ooo,1,415,625,2024-08-30T20:48:50.436Z,False,False,False
anarcossauro.bsky.social,1,1918,359,2023-09-16T13:37:41.227Z,False,False,False
niltinha.bsky.social,1,236,74,2023-07-25T14:16:25.864Z,False,False,False
vohdapagu.bsky.social,1,213,315,2025-02-27T02:00:53.745Z,False,False,False
sansfards.bsky.social,1,24,80,2024-04-07T03:11:14.173Z,False,False,False
thamara.bsky.social,3,353,118,2023-05-12T22:47:39.710Z,False,False,False
karina2bbs.bsky.social,2,254,298,2024-08-31T19:25:18.300Z,False,False,False
antan13.bsky.social,1,3082,2752,2024-09-13T22:46:25.709Z,False,False,False
fleurneuse.bsky.social,1,28,81,2023-10-18T18:05:58.324Z,False,False,False
nottootoohard.bsky.social,1,519,436,2024-08-31T11:14:20.004Z,False,False,False
pabloalmada.bsky.social,1,146,219,2024-08-29T23:50:12.923Z,False,False,False
oskycg.bsky.social,2,1143,900,2024-09-02T16:51:10.899Z,False,False,False
marciabreda.bsky.social,1,83,144,2023-07-07T15:15:30.779Z,False,False,False
chunlixo.bsky.social,1,358,186,2023-07-03T19:53:11.525Z,False,False,False
liswyn.bsky.social,1,140,79,2023-07-24T21:51:41.363Z,False,False,False
marceloguaxinim.bsky.social,1,1659,563,2023-05-17T17:59:02.611Z,False,False,False
iollinda.bsky.social,1,591,183,2023-06-30T03:36:23.612Z,False,False,False
lusketap.bsky.social,1,838,1195,2024-08-29T07:55:01.519Z,False,False,False
bethlucida.bsky.social,1,2743,2447,2024-04-10T16:33:46.764Z,False,False,False
thisispam.bsky.social,1,408,681,2024-08-31T02:25:37.804Z,False,False,False
pernetinha.bsky.social,1,4141,461,2023-05-24T17:41:35.209Z,False,False,False
odiumchloride.bsky.social,1,366,403,2023-07-27T17:15:46.694Z,False,False,False
talesofmystory.bsky.social,1,597,474,2023-05-10T16:47:44.504Z,False,False,False
camilarrregis.bsky.social,1,969,316,2023-07-03T12:39:31.452Z,False,False,False
pablobnap.bsky.social,1,138,43,2025-01-15T15:56:22.743Z,False,False,False
nanepsi.bsky.social,1,4111,5344,2023-11-12T12:28:30.849Z,False,False,False
caroliny.bsky.social,2,202,125,2023-04-21T19:26:57.224Z,False,False,False
dearssciety.bsky.social,1,3711,1466,2024-04-07T23:28:56.849Z,False,False,False
obira8.bsky.social,1,272,91,2024-04-12T01:00:00.816Z,False,False,False
phob0s.bsky.social,1,32,33,2024-08-31T18:22:58.808Z,False,False,False
matisilyos.bsky.social,5,295,360,2024-04-10T00:55:57.799Z,False,False,False
rebuscarla.bsky.social,1,1010,676,2024-04-12T02:35:43.789Z,False,False,False
jorgegama.bsky.social,1,120,140,2023-05-26T12:24:59.337Z,False,False,False
sapaolla.bsky.social,2,311,215,2024-09-01T08:25:29.899Z,False,False,False
kamramaroon.bsky.social,1,597,663,2023-05-09T17:42:20.722Z,False,False,False
01100010.bsky.social,1,89,134,2023-08-27T23:01:31.858Z,False,False,False
eneshipostwitter.bsky.social,1,155,105,2024-12-03T08:26:34.442Z,False,False,False
fregolore.umcatalisador.com,1,241,374,2023-07-24T15:10:03.518Z,False,False,False
4n3m14.bsky.social,1,104,81,2024-09-01T02:02:19.300Z,False,False,False
koowltaro.lesbian.cat,1,1042,319,2024-08-29T00:46:03.721Z,False,False,False
guslaet.bsky.social,1,757,378,2023-08-03T13:32:52.260Z,False,False,False
venusfucklibra.bsky.social,1,487,304,2023-05-20T20:47:07.359Z,False,False,False
swagdojustin.bsky.social,2,119,127,2024-08-31T23:40:01.909Z,False,False,False
willcordeiro.bsky.social,1,1125,1775,2023-06-22T01:46:12.072Z,False,False,False
mgck.bsky.social,2,277,576,2024-04-10T18:55:38.073Z,False,False,False
sata-nico.bsky.social,1,44,36,2024-08-31T17:13:17.302Z,False,False,False
maruchan.bsky.social,1,1105,801,2023-08-11T11:11:49.887Z,False,False,False
redfoxes.bsky.social,2,128,221,2023-07-12T20:14:51.357Z,False,False,False
willianrosa.bsky.social,1,219,227,2024-08-31T01:27:48.025Z,False,False,False
leidiana.bsky.social,1,213,145,2024-09-03T22:03:36.609Z,False,False,False
wolfswordsman.bsky.social,1,239,383,2023-06-22T19:15:31.539Z,False,False,False
lemax.bsky.social,1,171,249,2024-04-08T10:19:51.783Z,False,False,False
algaravia.bsky.social,1,2258,786,2023-06-22T00:31:00.992Z,False,False,False
queissoyara.bsky.social,1,218,211,2023-05-26T22:54:15.740Z,False,False,False
pimjuliana.bsky.social,1,21,20,2024-09-01T20:42:07.401Z,False,False,False
carolherself.bsky.social,1,237,238,2023-07-03T12:55:17.836Z,False,False,False
anodi.bsky.social,1,44,193,2023-11-09T13:38:26.974Z,False,False,False
powerotaku.bsky.social,1,277,209,2023-10-19T10:34:59.169Z,False,False,False
danixan.bsky.social,1,358,1382,2023-07-01T17:24:47.513Z,False,False,False
aloalobahia.bsky.social,3,81,10,2024-08-30T21:07:59.434Z,False,False,False
mahendless.bsky.social,1,92,70,2024-09-04T23:52:42.042Z,False,False,False
markeetoo.bsky.social,1,596,597,2023-07-04T13:17:49.446Z,False,False,True
palota.bsky.social,1,402,171,2024-04-07T21:54:00.557Z,False,False,False
pricardo2401.bsky.social,1,73,290,2024-09-26T16:07:56.107Z,False,False,False
sucodearcoiris.bsky.social,1,901,207,2023-07-03T03:52:43.386Z,False,False,False
jujubaluca.bsky.social,2,502,467,2024-08-29T01:01:51.319Z,False,False,False
sin-namon.bsky.social,1,231,179,2024-09-16T22:55:33.909Z,False,False,False
marianapoppins.bsky.social,1,142,272,2023-09-18T15:04:34.782Z,False,False,False
tvsenado.bsky.social,1,170,73,2024-09-01T12:22:59.803Z,False,False,False
comunistasuave.estudiovostok.com.br,1,3120,1182,2023-05-12T12:25:55.070Z,False,False,False
josiunnie.bsky.social,1,682,269,2024-04-07T01:29:54.495Z,False,False,False
karlagamba.bsky.social,1,14872,1382,2023-04-24T16:53:54.087Z,False,False,False
quellyyy.bsky.social,1,41,11,2025-04-29T01:24:44.074Z,False,False,False
yukinaime.bsky.social,2,618,599,2024-08-29T20:19:02.624Z,False,False,False
singularitae.bsky.social,1,144,57,2024-08-29T02:07:56.421Z,False,False,False
jaozes.bsky.social,1,658,800,2023-07-23T16:38:57.672Z,False,False,False
xlsxmyxni.bsky.social,1,1082,1116,2023-07-01T20:44:52.344Z,False,False,False
linguapressa.bsky.social,1,400,180,2023-07-11T23:05:13.750Z,False,False,False
arisusagi.bsky.social,5,930,398,2023-07-06T00:36:34.251Z,False,False,False
lariimarias.bsky.social,1,129,91,2024-08-30T23:11:02.978Z,False,False,False
nintakun.bsky.social,1,2791,397,2023-07-03T12:58:44.442Z,False,False,False
andrediniz.bsky.social,2,295,186,2024-04-09T11:34:14.614Z,False,False,False
codebyms.bsky.social,1,597,425,2024-08-30T21:53:49.042Z,False,False,False
pedroschiller.bsky.social,1,28,74,2024-09-01T14:17:55.798Z,False,False,False
flago.bsky.social,1,380,559,2023-07-09T15:51:29.350Z,False,False,False
rosipontes25.bsky.social,1,2221,2145,2024-04-12T22:34:34.712Z,False,False,False
