handle,text,is_recent_account,is_following_ratio_high,has_duplicate_posts
contagemcorona1.bsky.social,"🟡 Zika: Vacina brasileira é eficaz em camundongos e pode proteger contra complicações da doença.

Link da matéria 
g1.globo.com/saude/notici...",False,False,True
contagemcorona1.bsky.social,"🔵Vacina mais completa contra a meningite começa a ser oferecida pelo SUS para bebês.

noticias.r7.com/jr-na-tv/vid...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 13/07/2025

N° de infectados: 39.305.289
N° de mortos: 716.382

Foram 304 casos e 2 mortes em 24h

Doses aplicadas da vacina: 500.518.555",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas! 

Fica a dica.",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças. 

Doenças erradicadas não podem voltar!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 12/07/2025

N° de infectados: 39.304.985
N° de mortos: 716.380

Foram 300 casos e 8 mortes em 24h

Doses aplicadas da vacina: 500.518.112",False,False,True
contagemcorona1.bsky.social,"Cuidado com a desinformação! 
Vacina contra a covid não causa diabetes.",False,False,True
contagemcorona1.bsky.social,"🟡 Vacina brasileira contra zika tem bons resultados em testes com camundongos.

Leia mais em:

 super.abril.com.br/saude/vacina...",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"Vacina contra a poliomielite também é fundamental. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🟡Hepatites virais: Há vacina e tratamento via SUS para essas doenças infecciosas.

agenciagov.ebc.com.br/noticias/202...",False,False,True
contagemcorona1.bsky.social,"🟡Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Crianças e adolescentes também podem e devem receber o imunizante. 

VACINA SIM!",False,False,True
contagemcorona1.bsky.social,"🔵Crianças já podem receber vacina mais completa contra meningite meningocócica no SUS.

record.r7.com/balanco-gera...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 09/07/2025

N° de infectados: 39.304.685
N° de mortos: 716.369

Foram 410 casos e 3 mortes em 24h

Doses aplicadas da vacina: 500.516.992",False,False,True
contagemcorona1.bsky.social,"🟡A vacina contra o HPV pode prevenir alguns tipos de câncer. 

Crianças e adolescentes podem e devem receber o imunizante também.

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🔴Vacina contra o sarampo é reforçada em cidades de Mato Grosso do Sul após decreto de emergência na Bolívia.

g1.globo.com/ms/mato-gros...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 08/07/2025

N° de infectados: 39.304.389
N° de mortos: 716.369

Foram 409 casos e 3 mortes em 24h

Doses aplicadas da vacina: 500.516.922",False,False,True
contagemcorona1.bsky.social,"🟣 Sarampo volta a preocupar nas férias e governo de SP reforça importância de vacina 

Leia mais em: 

vejasp.abril.com.br/cidades/sara...",False,False,True
contagemcorona1.bsky.social,"Vacina contra a poliomielite é segura. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🟡Atualizar a caderneta de vacinação das crianças é um ato de responsabilidade e amor. 

VACINA SIM!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 07/07/2025

N° de infectados: 39.303.985
N° de mortos: 716.366

Foram 300 casos e 3 mortes em 24h

Doses aplicadas da vacina: 500.516.500",False,False,True
contagemcorona1.bsky.social,"🟡Atualizar a caderneta de vacinação das crianças é um ato de responsabilidade. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

A vacina é segura e salva vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 06/07/2025

N° de infectados: 39.303.685
N° de mortos: 716.363

Foram 302 casos e 2 mortes em 24h

Doses aplicadas da vacina: 500.516.202",False,False,True
contagemcorona1.bsky.social,"🔴Nova vacina no SUS: 
Saiba o que muda na proteção de bebês contra meningite.

www.cnnbrasil.com.br/saude/nova-v...",False,False,True
contagemcorona1.bsky.social,"Vacinar as crianças contra a poliomielite é um ato de responsabilidade. 

VACINA SIM.",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 05/07/2025

N° de infectados: 39.303.283
N° de mortos: 716.361

Foram 400 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.516.101",False,False,True
contagemcorona1.bsky.social,"🟣Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🔵Vacina desenvolvida na USP protege contra Zika e danos cerebrais e testiculares.

Estudo do novo imunizantes foi publicado na revista Nature pj Vaccine.

iclnoticias.com.br/vacina-desen...",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🟣Vacinas se consagram como ""nova arma"" contra infartos, aponta Sociedade Europeia de Cardiologia.

Leia mais em: veja.abril.com.br/saude/vacina...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 04/07/2025

N° de infectados: 39.302.883
N° de mortos: 716.356

Foram 600 casos e 10 mortes em 24h

Doses aplicadas da vacina: 500.515.991",False,False,True
contagemcorona1.bsky.social,"🟢Butantan se prepara para testar vacina contra gripe aviária em humanos.

agenciabrasil.ebc.com.br/saude/notici...",False,False,True
contagemcorona1.bsky.social,"🔴Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Não cansamos de reforçar:

VACINAS SALVAM VIDAS!",False,False,True
contagemcorona1.bsky.social,"🔴Vacina combinada da Moderna obtém melhores resultados contra gripe e covid-19.

www.publico.pt/2025/07/02/c...",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Doenças erradicadas não podem voltar.

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🔴LEMBRANDO

Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🔵 ""Reforço aos 12 meses é fundamental"", diz presidente da Sociedade Brasileira de Imunizações sobre vacina contra meningite.

noticias.r7.com/record-news/...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 02/07/2025

N° de infectados: 39.302.283
N° de mortos: 716.336

Foram 400 casos e 6 mortes em 24h

Doses aplicadas da vacina: 500.514.665",False,False,True
contagemcorona1.bsky.social,"🔴Vacina contra meningite começa a ser aplicada em bebês de 12 meses na rede pública do DF.

www.brasildefato.com.br/2025/07/01/v...",False,False,True
contagemcorona1.bsky.social,"🟣3 mitos e verdades sobre a vacina BCG.

Imunizante aplicado em bebês é fundamental para o combate à tuberculose

www.terra.com.br/vida-e-estil...",False,False,True
contagemcorona1.bsky.social,"🔴Anvisa autoriza Butantan a testar vacina contra gripe aviária em humanos.

gauchazh.clicrbs.com.br/saude/notici...",False,False,True
contagemcorona1.bsky.social,"🔵Vacina contra o HPV pode prevenir alguns tipos de câncer. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🔵 O Ministério da Saúde ampliou a oferta da vacina meningocócica ACWY no SUS para crianças de 12 meses.

 O esquema vacinal para bebês inclui duas doses da vacina meningocócica C, aplicadas aos três e cinco meses de idade, e um reforço aos doze meses.",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 01/07/2025

N° de infectados: 39.301.883
N° de mortos: 716.330

Foram 514 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.514.050",False,False,True
contagemcorona1.bsky.social,"🔴BRASIL

Anvisa aprova início de testes em humanos de vacina brasileira contra a gripe aviária.

g1.globo.com/saude/notici...",False,False,True
contagemcorona1.bsky.social,"⚠️Atenção Rio de Janeiro
Vacina contra a covid liberada.",False,False,True
contagemcorona1.bsky.social,"🔴 1º de julho: Dia da Vacina BCG celebra 47 anos no calendário nacional com alta cobertura no DF.

jornaldebrasilia.com.br/brasilia/1o-...",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacina SIM!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 30/06/2025

N° de infectados: 39.301.365
N° de mortos: 716.325

Foram 400 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.513.800",False,False,True
contagemcorona1.bsky.social,"🟡Vacina ACWY contra meningite passa a ser aplicada como dose de reforço em bebês de 12 meses.

www.conass.org.br/vacina-acwy-...",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🔵BRASIL

Bebês de 1 ano terão reforço contra meningite com ACWY, vacina mais completa.

www.otempo.com.br/saude-e-bem-...",False,False,True
contagemcorona1.bsky.social,"Comece bem a semana colocando em dia a caderneta de vacinação das crianças.

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🟠CEARÁ

Vacina contra HPV: mais de 128 mil adolescentes ainda não se imunizaram no estado.

g1.globo.com/ce/ceara/not...",False,False,True
contagemcorona1.bsky.social,"🟡Vacinas contra sarampo e meningite também são fundamentais. 

Vacina SIM !",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 29/06/2025

N° de infectados: 39.300.965
N° de mortos: 716.320

Foram 500 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.513.002",False,False,True
contagemcorona1.bsky.social,"🟣Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Essa é uma imunização muito importante e que precisamos avançar no Brasil.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 28/06/2025

N° de infectados: 39.300.465
N° de mortos: 716.316

Foram 500 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.511.999",False,False,True
contagemcorona1.bsky.social,"🟡Vacina contra o HPV é segura!

mais.opovo.com.br/colunistas/a...",False,False,True
contagemcorona1.bsky.social,"🟣DICA de SAÚDE

Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Crianças e adolescentes também podem e devem receber o imunizante. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🟠Meningite: Vacina de reforço será substituída para ampliar proteção no Brasil.

www.metropoles.com/saude/vacina...",False,False,True
contagemcorona1.bsky.social,"🛑A partir de 1º de julho, os bebês de 12 meses receberão a vacina meningocócica ACWY como dose de reforço para a meningo C. 

As crianças que não foram vacinadas aos 12 meses, podem completar o esquema com a nova vacina, antes de completar 5 anos.
🔗 Leia: trk.ebc.com.br/j7Nl4",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"Vacinem as crianças contra a poliomielite. 

A vacina é segura e salva vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 25/06/2025

N° de infectados: 39.299.965
N° de mortos: 716.318

Foram 600 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.511.592",False,False,True
contagemcorona1.bsky.social,"🟠Postagem distorce artigos científicos e desinforma sobre vacina contra gripe.

www.estadao.com.br/estadao-veri...",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🟡DICA IMPORTANTE:

Não compartilhe conteúdo antivacina. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 24/06/2025

N° de infectados: 39.299.365
N° de mortos: 716.313

Foram 400 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.511.500",False,False,True
contagemcorona1.bsky.social,"🟠Vacinas contra sarampo e meningite também são fundamentais. 

VACINA SIM.",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer.

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 23/06/2025

N° de infectados: 39.298.965
N° de mortos: 716.309

Foram 465 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.511.101",False,False,True
contagemcorona1.bsky.social,"🟡Vacina contra a covid não causa diabetes.

Não caia em fake news!",False,False,True
contagemcorona1.bsky.social,"Vacinas contra sarampo e meningite também são fundamentais. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 22/06/2025

N° de infectados: 39.298.600
N° de mortos: 716.304

Foram 500 casos e 5 mortes em 24h

Doses aplicadas da vacina: 500.510.996",False,False,True
contagemcorona1.bsky.social,"🟠DICA de SAÚDE 

Vacina contra o HPV pode prevenir alguns tipos de câncer. 

O imunizante está disponível, inclusive para crianças e adolescentes.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina,  é criança desprotegida. 

VACINEM as CRIANÇAS!",False,False,True
contagemcorona1.bsky.social,"Vacinem as crianças contra a poliomielite.

Vacina sim!",False,False,True
contagemcorona1.bsky.social,"🟠VOCÊ SABIA?

A vacina contra o HPV pode prevenir alguns tipos de câncer.

Crianças e adolescentes também podem e devem receber o imunizante. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 21/06/2025

N° de infectados: 39.298.100
N° de mortos: 716.299

Foram 621 casos e 6 mortes em 24h

Doses aplicadas da vacina: 500.510.821",False,False,True
contagemcorona1.bsky.social,"🟣Vacina contra o sarampo também é fundamental.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🔴 Criança sem vacina é criança desprotegida 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🟣MUNDO

Estados Unidos aprovam vacina semestral para prevenir HIV.

Imunizante oferece alta eficácia de 96% e requer apenas duas doses por ano.

Fonte:

record.r7.com/fala-brasil/...",False,False,True
contagemcorona1.bsky.social,"🟣Vacina contra o HPV pode prevenir alguns tipos de câncer. 

 Crianças e adolescentes também podem e devem receber o imunizante. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"Vacinem as crianças contra a poliomielite. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🟠Vacina contra a poliomielite é segura e salva vidas!

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🟠Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 17/06/2025

N° de infectados: 39.297.888
N° de mortos: 716.290

Foram 500 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.510.999",False,False,True
contagemcorona1.bsky.social,"⚫️ PREOCUPANTE 

Taxa de evasão entre a primeira e a segunda dose da vacina tríplice viral (sarampo, caxumba e rubéola) ultrapassa os 50% em 14 estados brasileiros, entre eles Acre, Pará, Amapá, Maranhão e Mato Grosso do Sul.

www.campograndenews.com.br/saude-e-bem-...",False,False,True
contagemcorona1.bsky.social,"Vacina contra o sarampo também é fundamental.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 16/06/2025

N° de infectados: 39.297.388
N° de mortos: 716.286

Foram 508 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.510.221",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🔵Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🟡Comece bem a semana colocando em dia a caderneta de vacinação das crianças. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 15/06/2025

N° de infectados: 39.296.880
N° de mortos: 716.282

Foram 500 casos e 2 mortes em 24h

Doses aplicadas da vacina: 500.509.442",False,False,True
contagemcorona1.bsky.social,"A vacina contra o sarampo também é fundamental. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🟢SpiN-Tec: Por que vacina da UFMG injeta esperança de prevenir mais doenças?

Desenvolvida com tecnologia do CT Vacinas/UFMG, vacina contra COVID-19 é mais barata e eficaz e disponibiliza técnica para imunizantes contra outras doenças.

www.em.com.br/gerais/2025/...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 14/06/2025

N° de infectados: 39.296.380
N° de mortos: 716.280

Foram 1.006 casos e 11 mortes em 24h

Doses aplicadas da vacina: 500.508.211",False,False,True
contagemcorona1.bsky.social,"Vacina contra o sarampo também é fundamental. 

Vacina em dia é proteção garantida!",False,False,True
contagemcorona1.bsky.social,"🟠DICA IMPORTANTE

A vacina contra o HPV pode prevenir alguns tipos de câncer. 

Não acredite em desinformação.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🟢A VACINA contra o HPV pode prevenir alguns tipos de câncer. 

Estamos falando de uma imunização importante.

Crianças e adolescentes também podem e devem receber a vacina.

Fica a dica!",False,False,True
contagemcorona1.bsky.social,"🔴Vacina para gripe aviária: Anvisa atualiza andamento da análise.

agenciagov.ebc.com.br/noticias/202...",False,False,True
contagemcorona1.bsky.social,"🔵Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🟠Vacina experimental em fase inicial, mostra resultados animadores contra o Alzheimer.

catracalivre.com.br/saude-bem-es...",False,False,True
contagemcorona1.bsky.social,"🔴 Vacina combinada da Novavax contra covid e influenza mostra resposta imune robusta.

valor.globo.com/empresas/not...",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 11/06/2025

N° de infectados: 39.295.380
N° de mortos: 716.268

Foram 500 casos e 6 mortes em 24h

Doses aplicadas da vacina: 500.506.999",False,False,True
contagemcorona1.bsky.social,"🟡Vacinar as crianças contra a poliomielite é um ato de responsabilidade. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 10/06/2025

N° de infectados: 39.294.880
N° de mortos: 716.262

Foram 1.000 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.506.211",False,False,True
contagemcorona1.bsky.social,"🟣 Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Crianças e adolescentes também podem e devem receber o imunizante. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 09/06/2025

N° de infectados: 39.293.880
N° de mortos: 716.258

Foram 800 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.505.444",False,False,True
contagemcorona1.bsky.social,"🟢 Dia Nacional da Imunização

VACINA SIM!

agenciabrasil.ebc.com.br/radioagencia...",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 08/06/2025

N° de infectados: 39.293.080
N° de mortos: 716.254

Foram 500 casos e 2 mortes em 24h

Doses aplicadas da vacina: 500.504.999",False,False,True
contagemcorona1.bsky.social,"🟡Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"🔴Vacina inédita contra o câncer de mama mostra eficácia de 75% e surpreende cientistas.

ndmais.com.br/saude/vacina...",False,False,True
contagemcorona1.bsky.social,"🟡 Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Não caia em fake news!

Vacinas salvam vidas.",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 07/06/2025

N° de infectados: 39.292.580
N° de mortos: 716.252

Foram 600 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.504.821",False,False,True
contagemcorona1.bsky.social,"🔵Criança sem vacina é criança desprotegida! 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🔴SE LIGA na DICA:

A vacina contra o HPV pode prevenir alguns tipos de câncer. 

Estamos falando de uma imunização importante.

Não caia em fake news.
A vacina é segura!",False,False,True
contagemcorona1.bsky.social,"🔵PARANÁ

Das 85 pessoas que morreram por gripe no Paraná, apenas 9 tomaram a vacina.

g1.globo.com/pr/parana/no...",False,False,True
contagemcorona1.bsky.social,"Atualizar a caderneta de vacinação das crianças é um ato de responsabilidade e amor. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"Vacina contra a poliomielite é segura. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 06/06/2025

N° de infectados: 39.291.980
N° de mortos: 716.248

Foram 1.000 casos e 8 mortes em 24h

Doses aplicadas da vacina: 500.504.110",False,False,True
contagemcorona1.bsky.social,"Vacinas contra sarampo e meningite também são fundamentais. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças! 

Doenças erradicadas não podem voltar.",False,False,True
contagemcorona1.bsky.social,"🟡 A VACINA CONTRA O HPV PREVINE ALGUNS TIPOS DE CÂNCER. 

Estamos falando de uma imunização muito importante.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"Vacinar as crianças contra a poliomielite é um ato de responsabilidade. 

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"🟠Vacinem as crianças contra a poliomielite. 

É inacreditável o nível das fake news que circulam.

A vacina é segura e protege nossas crianças.

VACINA SIM!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 04/06/2025

N° de infectados: 39.290.980
N° de mortos: 716.245

Foram 900 casos e 6 mortes em 24h

Doses aplicadas da vacina: 500.503.811",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 03/06/2025

N° de infectados: 39.290.080
N° de mortos: 716.238

Foram 1.000 casos e 6 mortes em 24h

Doses aplicadas da vacina: 500.503.699",False,False,True
contagemcorona1.bsky.social,"🟢Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Estamos falando de uma imunização importante.

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 02/06/2025

N° de infectados: 39.289.080
N° de mortos: 716.232

Foram 560 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.502.499",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"🟡Agência dos EUA aprova nova geração de vacina da Moderna contra Covid.

FDA libera imunizante para idosos e pessoas com pelo menos um ou mais fatores de risco preexistentes.

Fonte:
www.cnnbrasil.com.br/saude/agenci...",False,False,True
contagemcorona1.bsky.social,"Comece bem a semana colocando em dia a caderneta de vacinação.

Doenças erradicadas não podem voltar.

VACINA SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 01/06/2025

N° de infectados: 39.288.520
N° de mortos: 716.228

Foram 500 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.502.044",False,False,True
contagemcorona1.bsky.social,"🟡MUNDO

Vacina inovadora, que trata até 15 tipos de câncer, começa a ser aplicada no Reino Unido.

www.terra.com.br/vida-e-estil...",False,False,True
contagemcorona1.bsky.social,"🟠 LAMENTÁVEL 

Governo Trump encerra programa de US$ 258 milhões que buscava vacina contra HIV.

Saiba mais:
 noticias.uol.com.br/internaciona...",False,False,True
contagemcorona1.bsky.social,"🟢 CRIANÇA SEM VACINA é CRIANÇA DESPROTEGIDA.

VACINEM as CRIANÇAS! 

Doenças erradicadas não podem voltar.",False,False,True
contagemcorona1.bsky.social,"🟡Vacinas contra sarampo e meningite também são fundamentais. 

Não caia em fake news. 

Vacina SIM",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 31/05/2025

N° de infectados: 39.288.020
N° de mortos: 716.224

Foram 1.058 casos e 8 mortes em 24h

Doses aplicadas da vacina: 500.501.999",False,False,True
contagemcorona1.bsky.social,"🔵DICA

Vacina contra o sarampo é segura.

Não caia em fake news.",False,False,True
contagemcorona1.bsky.social,"🔴Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Crianças e adolescentes podem e devem receber o imunizante. 

VACINAS SALVAM VIDAS!",False,False,True
contagemcorona1.bsky.social,"Vacina contra o HPV pode prevenir alguns tipos de câncer. 

Vacinas salvam vidas!",False,False,True
contagemcorona1.bsky.social,"BOLETIM ATUALIZADO COVID19 no BRASIL 

Fonte: Sec de Saúde dos Estados 

Data: 28/05/2025

N° de infectados: 39.288.020
N° de mortos: 716.218

Foram 1.800 casos e 4 mortes em 24h

Doses aplicadas da vacina: 500.501.211",False,False,True
contagemcorona1.bsky.social,"Criança sem vacina é criança desprotegida. 

Vacinem as crianças!",False,False,True
contagemcorona1.bsky.social,"Atualizar a caderneta de vacinação das crianças é um ato de responsabilidade e amor.

Vacina SIM",False,False,True
